epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1338.38,6.24802,0.00573,0.02866,6.16217,6.98706e-06,6.98706e-06,6.98706e-06
